slice001,14218.815117879074,319.2297618208411,2.2451221087995865
slice002,34572.27296447754,1266.8465423583984,3.6643426472423815
slice003,31513.963623046875,732.3667602539062,2.323943661971831
slice004,33388.04453495125,905.7060147674312,2.712665648385968
slice005,32391.739428426652,737.3284574451437,2.2762854680106246
slice006,32086.478447489502,1003.1537170343973,3.126406404105982
slice007,17640.84075957298,520.6494003980247,2.9513865438385585
slice008,26042.239642517397,991.7358372798986,3.808181826499894
slice009,31255.91289323208,684.0343844090448,2.1884959391384804
slice010,24475.454391479492,1303.9591903686523,5.3276199473648695
slice011,18455.89931488037,722.3508338928223,3.913929208046855
slice012,25330.21658706665,1544.806240081787,6.098669684769097
slice013,30042.837661743164,1019.8597106933594,3.394685023352699
slice014,30310.75862121582,744.6051483154297,2.456570479216736
slice015,25977.577117919922,669.3134918212891,2.576504686264915
slice016,27387.329864501953,756.6009521484375,2.76259480530486
slice017,15523.084259033203,734.5527648925781,4.732002691186365
slice018,29196.441650390625,1018.8583374023438,3.48966613672496
slice019,4298.816299438477,176.385498046875,4.103117829666622
slice020,12907.887268066406,959.5672607421875,7.433960653778859
slice021,11454.214477539062,722.705078125,6.309512359334423
